"path","index","name","family","style","weight","width","italic","monospace"
"C:\WINDOWS\Fonts\PrestigeEliteStd-Bd.otf",0,"PrestigeEliteStd-Bd","Prestige Elite Std","Bold","bold","normal",FALSE,TRUE
"C:\WINDOWS\Fonts\RosewoodStd-Regular.otf",0,"RosewoodStd-Regular","Rosewood Std","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\StencilStd.otf",0,"StencilStd","Stencil Std","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TektonPro-Bold.otf",0,"TektonPro-Bold","Tekton Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TektonPro-BoldCond.otf",0,"TektonPro-BoldCond","Tekton Pro","Bold Condensed","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\TektonPro-BoldExt.otf",0,"TektonPro-BoldExt","Tekton Pro","Bold Expanded","bold","expanded",FALSE,FALSE
"C:\WINDOWS\Fonts\TektonPro-BoldObl.otf",0,"TektonPro-BoldObl","Tekton Pro","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\TrajanPro-Bold.otf",0,"TrajanPro-Bold","Trajan Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\TrajanPro-Regular.otf",0,"TrajanPro-Regular","Trajan Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeArabic-Bold.otf",0,"AdobeArabic-Bold","Adobe Arabic","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeArabic-BoldItalic.otf",0,"AdobeArabic-BoldItalic","Adobe Arabic","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeArabic-Italic.otf",0,"AdobeArabic-Italic","Adobe Arabic","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeArabic-Regular.otf",0,"AdobeArabic-Regular","Adobe Arabic","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeDevanagari-Bold.otf",0,"AdobeDevanagari-Bold","Adobe Devanagari","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeDevanagari-BoldItalic.otf",0,"AdobeDevanagari-BoldItalic","Adobe Devanagari","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeDevanagari-Italic.otf",0,"AdobeDevanagari-Italic","Adobe Devanagari","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeDevanagari-Regular.otf",0,"AdobeDevanagari-Regular","Adobe Devanagari","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeHebrew-Bold.otf",0,"AdobeHebrew-Bold","Adobe Hebrew","Bold","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeHebrew-BoldItalic.otf",0,"AdobeHebrew-BoldItalic","Adobe Hebrew","Bold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeHebrew-Italic.otf",0,"AdobeHebrew-Italic","Adobe Hebrew","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\AdobeHebrew-Regular.otf",0,"AdobeHebrew-Regular","Adobe Hebrew","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeMingStd-Light.otf",0,"AdobeMingStd-Light","Adobe Ming Std","L","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeMyungjoStd-Medium.otf",0,"AdobeMyungjoStd-Medium","Adobe Myungjo Std","M","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\AdobeSongStd-Light.otf",0,"AdobeSongStd-Light","Adobe Song Std","L","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPr6N-Bold.otf",0,"KozGoPr6N-Bold","Kozuka Gothic Pr6N","B","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPr6N-ExtraLight.otf",0,"KozGoPr6N-ExtraLight","Kozuka Gothic Pr6N","EL",NA,"normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPr6N-Heavy.otf",0,"KozGoPr6N-Heavy","Kozuka Gothic Pr6N","H","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPr6N-Light.otf",0,"KozGoPr6N-Light","Kozuka Gothic Pr6N","L","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPr6N-Medium.otf",0,"KozGoPr6N-Medium","Kozuka Gothic Pr6N","M","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozGoPr6N-Regular.otf",0,"KozGoPr6N-Regular","Kozuka Gothic Pr6N","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPr6N-Bold.otf",0,"KozMinPr6N-Bold","Kozuka Mincho Pr6N","B","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPr6N-ExtraLight.otf",0,"KozMinPr6N-ExtraLight","Kozuka Mincho Pr6N","EL",NA,"normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPr6N-Heavy.otf",0,"KozMinPr6N-Heavy","Kozuka Mincho Pr6N","H","heavy","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPr6N-Light.otf",0,"KozMinPr6N-Light","Kozuka Mincho Pr6N","L","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPr6N-Medium.otf",0,"KozMinPr6N-Medium","Kozuka Mincho Pr6N","M","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\KozMinPr6N-Regular.otf",0,"KozMinPr6N-Regular","Kozuka Mincho Pr6N","R","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LetterGothicStd-Bold.otf",0,"LetterGothicStd-Bold","Letter Gothic Std","Bold","bold","normal",FALSE,TRUE
"C:\WINDOWS\Fonts\LetterGothicStd-BoldSlanted.otf",0,"LetterGothicStd-BoldSlanted","Letter Gothic Std","Bold Italic","bold","normal",TRUE,TRUE
"C:\WINDOWS\Fonts\LetterGothicStd-Slanted.otf",0,"LetterGothicStd-Slanted","Letter Gothic Std","Italic","normal","normal",TRUE,TRUE
"C:\WINDOWS\Fonts\LetterGothicStd.otf",0,"LetterGothicStd","Letter Gothic Std","Regular","normal","normal",FALSE,TRUE
"C:\WINDOWS\Fonts\MinionPro-Bold.otf",0,"MinionPro-Bold","Minion Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MinionPro-BoldIt.otf",0,"MinionPro-BoldIt","Minion Pro","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MinionPro-It.otf",0,"MinionPro-It","Minion Pro","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MinionPro-Regular.otf",0,"MinionPro-Regular","Minion Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadHebrew-Bold.otf",0,"MyriadHebrew-Bold","Myriad Hebrew","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadHebrew-BoldIt.otf",0,"MyriadHebrew-BoldIt","Myriad Hebrew","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadHebrew-It.otf",0,"MyriadHebrew-It","Myriad Hebrew","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadHebrew-Regular.otf",0,"MyriadHebrew-Regular","Myriad Hebrew","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-Bold.otf",0,"MyriadPro-Bold","Myriad Pro","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-BoldCond.otf",0,"MyriadPro-BoldCond","Myriad Pro","Bold Condensed","bold","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-BoldCondIt.otf",0,"MyriadPro-BoldCondIt","Myriad Pro","Bold Condensed Italic","bold","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-BoldIt.otf",0,"MyriadPro-BoldIt","Myriad Pro","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-Cond.otf",0,"MyriadPro-Cond","Myriad Pro","Condensed","normal","condensed",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-CondIt.otf",0,"MyriadPro-CondIt","Myriad Pro","Condensed Italic","normal","condensed",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-It.otf",0,"MyriadPro-It","Myriad Pro","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-Regular.otf",0,"MyriadPro-Regular","Myriad Pro","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-Semibold.otf",0,"MyriadPro-Semibold","Myriad Pro","Semibold","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MyriadPro-SemiboldIt.otf",0,"MyriadPro-SemiboldIt","Myriad Pro","Semibold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\NotoSansKR-Bold.ttf",0,"NotoSansKR-Bold","Noto Sans Korean","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\NotoSansKR-Medium.ttf",0,"NotoSansKR-Medium","Noto Sans Korean","Medium","medium","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\NotoSansKR-Regular.ttf",0,"NotoSansKR-Regular","Noto Sans Korean","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\NanumGothic.ttf",0,"NanumGothic","NanumGothic","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LEELAWAD.TTF",0,"Leelawadee","Leelawadee","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MSUIGHUR.TTF",0,"MicrosoftUighur","Microsoft Uighur","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LEELAWDB.TTF",0,"Leelawadee-Bold","Leelawadee","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MSUIGHUB.TTF",0,"MicrosoftUighur-Bold","Microsoft Uighur","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SamsungSimplified_Bd.ttf",0,"HPSimplified-Bold","HP Simplified","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SamsungSimplified_BdIt.ttf",0,"HPSimplified-BoldItalic","HP Simplified","Bold Italic","bold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\SamsungSimplified_It.ttf",0,"HPSimplified-Italic","HP Simplified","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\SamsungSimplified_Lt.ttf",0,"HPSimplified-Light","HP Simplified","Light","light","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\SamsungSimplified_LtIt.ttf",0,"HPSimplified-LightItalic","HP Simplified","Light Italic","light","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\SamsungSimplified_Rg.ttf",0,"HPSimplified-Regular","HP Simplified","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANDotum.ttf",0,"HCRDotum","HCR Dotum","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANDotumB.ttf",0,"HCRDotum-Bold","HCR Dotum","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANDotumExt.ttf",0,"HCRDotumExt","HCR Dotum Ext","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANBatang.ttf",0,"HCRBatang","HCR Batang","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANBatangB.ttf",0,"HCRBatang-Bold","HCR Batang","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANBatangExt.ttf",0,"HCRBatangExt","HCR Batang Ext","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANBatangExtB.ttf",0,"HCRBatangExtB","HCR Batang ExtB","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANBatangExtBB.ttf",0,"HCRBatangExtB-Bold","HCR Batang ExtB","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HYHWPEQ.TTF",0,"HyhwpEQ","HyhwpEQ","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HancomEQN.ttf",0,"HancomEQN","HancomEQN","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\JUMJA.TTF",0,"Jumja-1","NewJumja","Normal","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\Hancom Gothic Bold.ttf",0,"HancomGothicBold","Hancom Gothic","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\Hancom Gothic Regular.ttf",0,"HancomGothicRegular","Hancom Gothic","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HANWing2.ttf",0,"HaanWing2","Haan Wing2","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HanSantteutDotum-Regular.ttf",0,"HanSantteutDotumRegular","Han Santteut Dotum","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\HanSantteutDotum-Bold.ttf",0,"HanSantteutDotumBold","Han Santteut Dotum","Bold","bold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LBRITED.TTF",0,"LucidaBright-Demi","Lucida Bright","Demibold","semibold","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LBRITEDI.TTF",0,"LucidaBright-DemiItalic","Lucida Bright","Demibold Italic","semibold","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\LBRITEI.TTF",0,"LucidaBright-Italic","Lucida Bright","Italic","normal","normal",TRUE,FALSE
"C:\WINDOWS\Fonts\LSANS.TTF",0,"LucidaSans","Lucida Sans","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\LTYPEB.TTF",0,"LucidaSans-TypewriterBold","Lucida Sans Typewriter","Bold","semibold","semicondensed",FALSE,TRUE
"C:\WINDOWS\Fonts\LTYPE.TTF",0,"LucidaSans-Typewriter","Lucida Sans Typewriter","Regular","normal","semicondensed",FALSE,TRUE
"C:\WINDOWS\Fonts\SimsunExtG.ttf",0,"SimSun-ExtG","SimSun-ExtG","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\MTEXTRA.TTF",0,"MT-Extra","MT Extra","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\OUTLOOK.TTF",0,"MSOutlook","MS Outlook","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\BSSYM7.TTF",0,"BookshelfSymbolSeven","Bookshelf Symbol 7","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\REFSAN.TTF",0,"MSReferenceSansSerif","MS Reference Sans Serif","Regular","normal","normal",FALSE,FALSE
"C:\WINDOWS\Fonts\REFSPCL.TTF",0,"MSReferenceSpecialty","MS Reference Specialty","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 명조L.ttf",0,"SandSm","SD_Myungjo L","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 명조M.ttf",0,"SandTm","SD_Myungjo M","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 고딕B.ttf",0,"SandKg","SD_Gothic B","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 고딕L.ttf",0,"SandJg","SD_Gothic L","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 고딕M.ttf",0,"SandTg","SD_Gothic M","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 광수B.ttf",0,"SanKsB","SDKwangSoo B","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 광수L.TTF",0,"SanKsL","SDKwangSoo L","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 광수M.ttf",0,"SanKsM","SDKwangSoo M","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\산돌 명조B.ttf",0,"SandKm","SD_Myungjo B","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\나눔손글씨붓.ttf",0,"NanumBrush","Nanum Brush Script","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HANBatang.ttf",0,"HCRBatang","HCR Batang","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HANBatangB.ttf",0,"HCRBatang-Bold","HCR Batang","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HANDotum.ttf",0,"HCRDotum","HCR Dotum","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HANDotumB.ttf",0,"HCRDotum-Bold","HCR Dotum","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\-윤고딕550.ttf",0,"YGO550","Yoon YGO 550_TT","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\-윤고딕520.ttf",0,"YGO520","Yoon YGO 520_TT","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\-윤고딕530.ttf",0,"YGO530","Yoon YGO 530_TT","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\-윤고딕540.ttf",0,"YGO540","Yoon YGO 540_TT","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\한겨레결체.TTF",0,"TSThgrgl","?????","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Tlab신영복체.ttf",0,"TlabShinYB","TlabShinYB","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\조선일보명조.ttf",0,"ChosunilboNM","ChosunilboNM","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Rix밝은고딕M.ttf",0,"RixBGM","RixBG M","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Rix모던고딕L.ttf",0,"RixMGoL","RixMGo L","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Rix밝은고딕EB.ttf",0,"RixBGEB","RixBG EB","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\나눔고딕.ttf",0,"NanumGothic","NanumGothic","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\나눔고딕Bold.ttf",0,"NanumGothicBold","NanumGothic","Bold","semibold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\10X10.ttf",0,"10X10","10X10","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Rix정고딕B.ttf",0,"RixJGoB","RixJGo B","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\돋움수정.ttf",0,"-Bold","????","Bold","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\돋움기울기수정.ttf",0,"-Bold","???????","Bold","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Rix고딕B.ttf",0,"RixGoB","RixGo B","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\정글고딕기울기.ttf",0,"-Bold","???????","Bold","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\제주고딕기울기수정.ttf",0,"-Bold","?????????","Bold","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\10X10Bold.ttf",0,"10X10Bold","10X10","Bold","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\Rix밝은고딕B.ttf",0,"RixBGB","RixBG B","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\나눔고딕ExtraBold.ttf",0,"NanumGothicExtraBold","NanumGothic","ExtraBold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSansKR-Thin.otf",0,"NotoSansKR-Thin","Noto Sans KR","Thin",NA,"normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSansKR-Black.otf",0,"NotoSansKR-Black","Noto Sans KR","Black","heavy","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSansKR-Bold.otf",0,"NotoSansKR-Bold","Noto Sans KR","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSansKR-Light.otf",0,"NotoSansKR-Light","Noto Sans KR","Light","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSansKR-Medium.otf",0,"NotoSansKR-Medium","Noto Sans KR","Medium","medium","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NotoSansKR-Regular.otf",0,"NotoSansKR-Regular","Noto Sans KR","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\고려대학교B.ttf",0,"","KorUB","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\고려대학교L.ttf",0,"","KorUL","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\고려대학교M.ttf",0,"","KorUM","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KUCentennial.otf",0,"KUCentennialOTR","Korea Univercity Centennial OTF","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KUCentennial.ttf",0,"KUCentennialTTR","Korea Univercity Centennial","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NanumBarunGothicLight.ttf",0,"NanumBarunGothicLight","NanumBarunGothic","Light","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NanumPen.ttf",0,"NanumPen","Nanum Pen Script","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NanumBarunGothicBold.ttf",0,"NanumBarunGothicBold","NanumBarunGothic","Bold","semibold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\NanumBarunGothicUltraLight.ttf",0,"NanumBarunGothicUltraLight","NanumBarunGothic","UltraLight","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KoPubWorld Batang Bold.ttf",0,"KoPubWorldBatangBold","KoPubWorldBatang","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KoPubWorld Batang Light.ttf",0,"KoPubWorldBatangLight","KoPubWorldBatang","Light","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KoPubWorld Batang Medium.ttf",0,"KoPubWorldBatangMedium","KoPubWorldBatang","Medium","medium","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KoPubWorld Dotum Bold.ttf",0,"KoPubWorldDotumBold","KoPubWorldDotum","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KoPubWorld Dotum Light.ttf",0,"KoPubWorldDotumLight","KoPubWorldDotum","Light","light","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\KoPubWorld Dotum Medium.ttf",0,"KoPubWorldDotumMedium","KoPubWorldDotum","Medium","medium","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HY울릉도B.TTF",0,"HYwulB","HYwulB","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HY울릉도E.TTF",0,"H2wulE","HY???E","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HY울릉도L.TTF",0,"","","","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\HY울릉도M.TTF",0,"HYwulM","HYwulM","Regular","normal","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\D2CodingBold-Ver1.3.2-20180524-ligature.ttf",0,"D2CodingligatureBold","D2Coding ligature","Bold","bold","normal",FALSE,TRUE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\D2Coding-Ver1.3.2-20180524-ligature.ttf",0,"D2Codingligature","D2Coding ligature","Regular","normal","normal",FALSE,TRUE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\D2CodingBold-Ver1.3.2-20180524.ttf",0,"D2CodingBold","D2Coding","Bold","bold","normal",FALSE,TRUE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\D2Coding-Ver1.3.2-20180524.ttf",0,"D2Coding","D2Coding","Regular","normal","normal",FALSE,TRUE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Black.ttf",0,"PublicSans-Black","Public Sans","Black","heavy","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-BlackItalic.ttf",0,"PublicSans-BlackItalic","Public Sans","Black Italic","heavy","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-Bold.ttf",0,"PublicSans-Bold","Public Sans","Bold","bold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-BoldItalic.ttf",0,"PublicSans-BoldItalic","Public Sans","Bold Italic","bold","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-ExtraBold.ttf",0,"PublicSans-ExtraBold","Public Sans","ExtraBold","ultrabold","normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-ExtraBoldItalic.ttf",0,"PublicSans-ExtraBoldItalic","Public Sans","ExtraBold Italic","ultrabold","normal",TRUE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-ExtraLight.ttf",0,"PublicSans-ExtraLight","Public Sans","ExtraLight",NA,"normal",FALSE,FALSE
"C:\Users\박영삼\AppData\Local\Microsoft\Windows\Fonts\PublicSans-ExtraLightItalic.ttf",0,"PublicSans-ExtraLightItalic","Public Sans","ExtraLight Italic",NA,"normal",TRUE,FALSE
